Дата,Категория,Продукт,Цена,Количество,Выручка,Регион,Тип клиента
2023-04-12,Дом и сад,Мебель,14935,4,59740,Москва,Постоянный
2024-06-02,Одежда,Футболка,57597,3,172791,Москва,Постоянный
2023-12-17,Электроника,Умные часы,57299,2,114598,Екатеринбург,Постоянный
2024-08-07,Дом и сад,Посуда,79150,9,712350,СПб,Постоянный
2024-01-30,Дом и сад,Декор,30279,1,30279,Казань,Постоянный
2023-08-23,Дом и сад,Декор,12237,9,110133,СПб,Новый
2024-01-01,Книги,Учебник,74932,1,74932,Москва,Постоянный
2024-06-02,Спорт,Гантели,52625,9,473625,Новосибирск,Новый
2024-01-21,Дом и сад,Мебель,99776,10,997760,Новосибирск,Новый
2023-01-17,Электроника,Умные часы,3076,10,30760,СПб,Постоянный
2023-12-12,Дом и сад,Текстиль,87961,1,87961,Новосибирск,Постоянный
2023-11-12,Спорт,Гантели,71517,1,71517,СПб,Новый
2023-01-13,Одежда,Футболка,39670,9,357030,Новосибирск,Новый
2024-07-13,Книги,Биография,88855,10,888550,Екатеринбург,Новый
2023-01-31,Дом и сад,Посуда,81592,7,571144,Новосибирск,Постоянный
2024-03-03,Спорт,Велосипед,99224,9,893016,Екатеринбург,Постоянный
2024-06-08,Спорт,Велосипед,54418,4,217672,Екатеринбург,Новый
2024-01-24,Одежда,Куртка,43809,7,306663,СПб,Новый
2023-05-17,Дом и сад,Инструменты,47591,8,380728,Новосибирск,Постоянный
2023-07-11,Спорт,Форма,71019,3,213057,Новосибирск,Постоянный
2024-01-01,Электроника,Смартфон,68455,8,547640,Екатеринбург,Постоянный
2024-05-30,Электроника,Планшет,97096,9,873864,Москва,Новый
2024-06-07,Книги,Фантастика,68535,4,274140,Казань,Новый
2024-03-14,Одежда,Футболка,84492,3,253476,СПб,Новый
2024-05-25,Электроника,Наушники,23446,5,117230,Москва,Новый
2023-01-19,Дом и сад,Мебель,5128,2,10256,СПб,Постоянный
2023-06-26,Книги,Учебник,40989,7,286923,Екатеринбург,Новый
2024-06-01,Книги,Фантастика,3079,7,21553,Казань,Постоянный
2023-01-06,Электроника,Смартфон,65243,6,391458,Казань,Постоянный
2024-11-17,Дом и сад,Посуда,15552,8,124416,Екатеринбург,Постоянный
2023-05-21,Спорт,Велосипед,62438,8,499504,Новосибирск,Постоянный
2024-10-10,Книги,Детектив,51048,9,459432,Новосибирск,Новый
2024-07-19,Электроника,Умные часы,96473,3,289419,Екатеринбург,Новый
2023-01-16,Одежда,Джинсы,74019,10,740190,Новосибирск,Новый
2023-05-19,Электроника,Ноутбук,84729,3,254187,СПб,Новый
2024-03-10,Одежда,Куртка,15987,7,111909,Новосибирск,Новый
2024-08-20,Дом и сад,Инструменты,40381,3,121143,Москва,Постоянный
2024-08-04,Спорт,Коврик,77176,8,617408,Москва,Новый
2024-05-09,Одежда,Джинсы,46126,1,46126,Новосибирск,Постоянный
2023-01-11,Дом и сад,Декор,31176,9,280584,Москва,Новый
2023-02-26,Спорт,Мяч,84872,10,848720,Москва,Постоянный
2023-09-13,Спорт,Мяч,82332,7,576324,Москва,Новый
2024-07-28,Дом и сад,Инструменты,15703,2,31406,Новосибирск,Новый
2024-10-30,Одежда,Джинсы,89993,2,179986,Москва,Новый
2024-03-17,Книги,Детектив,44272,6,265632,Казань,Новый
2023-03-01,Книги,Учебник,93723,6,562338,СПб,Постоянный
2024-05-26,Дом и сад,Декор,1773,5,8865,Новосибирск,Новый
2024-02-28,Книги,Биография,59080,3,177240,Москва,Новый
2024-05-03,Дом и сад,Декор,83861,7,587027,Москва,Новый
2024-08-12,Спорт,Коврик,13449,7,94143,Новосибирск,Постоянный
2023-05-13,Дом и сад,Текстиль,8331,10,83310,Казань,Постоянный
2023-12-31,Одежда,Джинсы,62890,9,566010,СПб,Новый
2023-03-31,Одежда,Кроссовки,81963,3,245889,Новосибирск,Новый
2023-04-13,Дом и сад,Посуда,61165,3,183495,Новосибирск,Новый
2023-07-21,Книги,Учебник,8452,1,8452,Казань,Постоянный
2024-08-21,Электроника,Планшет,34966,6,209796,Казань,Новый
2023-09-06,Дом и сад,Посуда,32133,2,64266,Москва,Новый
2023-08-16,Книги,Фантастика,68595,5,342975,Казань,Постоянный
2023-12-23,Дом и сад,Мебель,89333,4,357332,Екатеринбург,Новый
2024-06-02,Дом и сад,Декор,16051,4,64204,Новосибирск,Новый
2023-07-02,Книги,Роман,22005,8,176040,СПб,Постоянный
2023-08-31,Одежда,Футболка,67888,4,271552,СПб,Постоянный
2023-06-23,Дом и сад,Инструменты,55555,2,111110,Новосибирск,Новый
2024-01-24,Электроника,Наушники,43975,3,131925,Москва,Постоянный
2023-12-31,Спорт,Форма,75461,4,301844,Казань,Постоянный
2024-10-24,Дом и сад,Декор,5740,2,11480,Новосибирск,Постоянный
2024-10-14,Одежда,Куртка,58599,7,410193,Москва,Новый
2023-07-03,Спорт,Мяч,69935,8,559480,Москва,Новый
2023-05-18,Электроника,Умные часы,48957,5,244785,СПб,Новый
2024-09-25,Книги,Роман,6252,5,31260,Екатеринбург,Новый
2023-04-22,Дом и сад,Мебель,14005,2,28010,Москва,Постоянный
2023-06-27,Книги,Биография,46179,6,277074,Москва,Постоянный
2024-05-08,Книги,Фантастика,78051,5,390255,Москва,Новый
2024-07-26,Книги,Биография,32907,6,197442,СПб,Новый
2024-05-24,Одежда,Куртка,7614,4,30456,СПб,Новый
2024-01-29,Дом и сад,Мебель,5151,7,36057,СПб,Новый
2023-08-29,Спорт,Мяч,34396,1,34396,Екатеринбург,Новый
2023-10-10,Спорт,Форма,22671,4,90684,Москва,Новый
2024-04-29,Спорт,Гантели,47595,9,428355,СПб,Постоянный
2024-08-01,Одежда,Кроссовки,38930,7,272510,Москва,Новый
2024-01-27,Электроника,Смартфон,85556,5,427780,Москва,Новый
2024-07-17,Спорт,Велосипед,40383,1,40383,Казань,Постоянный
2023-06-29,Спорт,Коврик,55454,10,554540,Новосибирск,Постоянный
2024-10-25,Спорт,Коврик,26084,1,26084,Новосибирск,Постоянный
2023-11-17,Дом и сад,Текстиль,67564,9,608076,СПб,Новый
2024-06-26,Дом и сад,Текстиль,17248,9,155232,СПб,Постоянный
2023-06-16,Электроника,Наушники,12821,3,38463,Москва,Постоянный
2023-08-09,Книги,Учебник,14591,10,145910,Екатеринбург,Новый
2023-01-10,Спорт,Гантели,58164,10,581640,Казань,Постоянный
2023-05-28,Дом и сад,Мебель,88314,6,529884,Москва,Новый
2023-11-19,Дом и сад,Инструменты,43578,6,261468,Новосибирск,Новый
2023-06-16,Электроника,Умные часы,60581,8,484648,Екатеринбург,Новый
2023-07-14,Спорт,Коврик,19441,1,19441,Москва,Новый
2023-01-13,Книги,Учебник,86631,10,866310,Москва,Новый
2023-04-21,Дом и сад,Текстиль,94707,10,947070,Новосибирск,Постоянный
2023-07-21,Электроника,Ноутбук,26575,9,239175,Казань,Новый
2024-07-27,Электроника,Планшет,14453,10,144530,Казань,Новый
2024-01-04,Одежда,Джинсы,56093,10,560930,Новосибирск,Новый
2023-07-18,Книги,Фантастика,72294,3,216882,Москва,Новый
2024-11-24,Электроника,Умные часы,84176,6,505056,СПб,Постоянный
2023-07-26,Спорт,Мяч,37531,2,75062,Москва,Новый
2024-12-22,Дом и сад,Инструменты,35512,6,213072,Москва,Постоянный
2023-11-04,Электроника,Смартфон,96443,3,289329,Москва,Постоянный
2023-07-19,Спорт,Велосипед,3315,3,9945,СПб,Постоянный
2024-07-17,Спорт,Велосипед,35267,2,70534,Новосибирск,Постоянный
2023-07-14,Электроника,Планшет,85280,1,85280,Москва,Новый
2023-10-14,Электроника,Смартфон,1209,1,1209,СПб,Новый
2023-01-05,Одежда,Джинсы,91758,10,917580,Казань,Новый
2024-11-29,Дом и сад,Декор,85838,9,772542,Казань,Постоянный
2023-10-22,Одежда,Платье,83929,9,755361,Новосибирск,Новый
2023-04-17,Одежда,Кроссовки,9613,10,96130,Новосибирск,Постоянный
2023-03-28,Дом и сад,Инструменты,6377,4,25508,СПб,Постоянный
2024-04-16,Спорт,Мяч,48299,9,434691,Казань,Постоянный
2024-07-07,Электроника,Смартфон,86215,10,862150,Екатеринбург,Постоянный
2024-05-19,Спорт,Гантели,47722,3,143166,Екатеринбург,Постоянный
2023-10-24,Одежда,Куртка,87340,10,873400,СПб,Новый
2023-10-15,Спорт,Коврик,50442,6,302652,Екатеринбург,Новый
2024-02-07,Электроника,Ноутбук,75011,10,750110,Москва,Постоянный
2024-10-07,Одежда,Куртка,45481,4,181924,Екатеринбург,Новый
2023-08-27,Книги,Роман,54091,5,270455,Екатеринбург,Новый
2023-06-01,Книги,Учебник,79935,1,79935,СПб,Постоянный
2024-09-11,Дом и сад,Декор,48673,2,97346,СПб,Постоянный
2023-01-07,Книги,Биография,94050,5,470250,Новосибирск,Новый
2024-11-11,Электроника,Планшет,72677,9,654093,Новосибирск,Постоянный
2023-11-22,Книги,Биография,87510,9,787590,Казань,Постоянный
